,AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,Date,Div,FTAG,FTHG,FTR,GBA,GBD,GBH,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Referee,SBA,SBD,SBH,SJA,SJD,SJH,VCA,VCD,VCH,WHA,WHD,WHH
105,8,8,0,14,6,1,Man City,1.83,3.6,4.33,1.91,3.25,4.0,1.75,3.6,4.25,39,24,0.0,1.77,1.98,1.83,1.35,3.0,3.44,4.28,1.88,2.08,1.91,1.38,3.25,3.76,4.6,35,2009-11-01,E0,0,0,D,1.83,3.6,4.0,4,9,1,7,4,0,0,D,3,Birmingham,1.9,3.4,3.7,1.8,3.5,4.5,M Dean,1.85,3.3,3.85,1.91,3.5,4.0,1.73,3.4,4.33,1.83,3.5,4.33
106,14,12,1,13,10,4,Aston Villa,2.63,3.3,2.75,2.5,3.2,2.8,2.45,3.2,2.75,40,23,0.0,1.84,1.9,2.52,1.84,1.95,3.24,2.74,1.91,2.02,2.73,1.97,2.05,3.4,2.88,32,2009-11-04,E0,1,2,H,2.5,3.2,2.75,6,11,0,14,7,0,1,H,2,West Ham,2.5,3.2,2.7,2.4,3.3,2.88,S Bennett,2.4,3.2,2.7,2.5,3.25,2.75,2.6,3.2,2.6,2.62,3.3,2.62
107,1,16,0,13,9,4,Bolton,4.75,3.5,1.8,5.0,3.5,1.67,4.6,3.6,1.7,37,22,0.0,1.84,1.89,4.65,3.27,1.3,3.46,1.77,1.93,2.03,5.0,3.5,1.35,3.63,1.87,32,2009-11-07,E0,1,5,H,4.2,3.5,1.8,8,17,0,19,13,1,2,H,1,Aston Villa,4.6,3.5,1.75,5.0,3.5,1.73,M Clattenburg,4.75,3.5,1.65,5.0,3.5,1.73,4.33,3.4,1.8,5.0,3.5,1.73
108,5,18,0,9,3,3,Portsmouth,3.6,3.4,2.1,3.5,3.2,2.05,3.55,3.2,2.05,36,22,0.0,1.84,1.89,3.49,2.48,1.49,3.28,2.09,1.92,2.04,3.75,2.63,1.54,3.47,2.2,32,2009-11-07,E0,1,3,H,3.4,3.25,2.1,8,12,0,10,6,1,0,A,3,Blackburn,3.6,3.3,2.0,3.75,3.4,2.0,A Marriner,3.4,3.25,2.0,3.25,3.25,2.2,3.5,3.3,2.0,3.6,3.3,2.05
109,3,11,0,6,4,3,Burnley,11.0,4.75,1.33,9.0,4.5,1.33,8.5,4.5,1.35,36,20,0.0,2.29,1.56,9.95,7.57,1.07,4.7,1.32,2.53,1.6,12.0,8.05,1.1,5.2,1.36,32,2009-11-07,E0,3,3,D,9.5,4.5,1.33,8,10,0,13,8,2,1,A,1,Man City,8.0,4.7,1.35,9.0,5.0,1.33,S Attwell,9.0,4.5,1.3,9.0,4.5,1.36,10.0,4.6,1.3,9.5,4.8,1.33
110,4,19,0,14,6,2,Sunderland,6.5,3.75,1.57,5.5,3.75,1.57,6.5,3.5,1.55,36,22,0.0,2.13,1.65,6.31,4.4,1.18,3.77,1.55,2.25,1.74,7.0,5.05,1.25,4.18,1.59,31,2009-11-07,E0,0,2,H,6.0,3.6,1.57,4,10,0,10,8,0,1,H,1,Tottenham,5.6,3.6,1.6,6.5,3.6,1.57,K Friend,6.0,3.75,1.5,6.0,3.8,1.57,6.0,3.6,1.57,6.5,3.8,1.53
111,4,15,0,11,6,3,Arsenal,1.36,4.75,9.0,1.4,4.0,8.0,1.4,4.25,7.5,36,21,0.0,2.21,1.6,1.38,1.1,6.34,4.45,8.34,2.4,1.67,1.4,1.13,7.0,5.16,9.63,32,2009-11-07,E0,4,1,A,1.4,4.25,8.0,4,9,0,8,6,3,0,A,2,Wolves,1.4,4.5,7.0,1.4,4.5,8.0,St Bennett,1.36,4.2,7.5,1.4,4.5,8.0,1.36,4.33,8.5,1.36,4.8,8.0
112,7,15,0,21,10,3,Man United,4.0,3.25,2.0,3.75,3.1,2.0,3.75,3.3,1.95,36,22,0.0,1.74,2.02,3.77,2.65,1.43,3.26,2.01,1.8,2.15,4.26,2.8,1.5,3.42,2.15,32,2009-11-08,E0,0,1,H,3.6,3.25,2.05,0,13,0,12,9,0,0,D,3,Chelsea,3.5,3.15,2.1,3.6,3.2,2.1,Mn Atkinson,3.4,3.25,2.0,4.0,3.25,2.0,3.6,3.25,2.0,3.75,3.25,2.05
113,2,14,1,7,4,4,Stoke,2.6,3.3,2.75,2.4,3.25,2.75,2.55,3.35,2.55,36,20,0.0,1.7,2.05,2.54,1.81,2.0,3.22,2.73,1.75,2.2,2.65,1.9,2.1,3.37,3.01,32,2009-11-08,E0,1,2,H,2.5,3.2,2.75,4,12,0,16,8,1,0,A,1,Hull,2.6,3.2,2.6,2.6,3.25,2.7,M Dean,2.55,3.2,2.55,2.6,3.2,2.6,2.4,3.3,2.75,2.5,3.3,2.8
114,4,18,0,9,6,5,Everton,3.0,3.3,2.4,2.75,3.25,2.4,2.85,3.35,2.3,36,22,0.0,1.79,1.95,2.84,2.04,1.76,3.23,2.44,1.85,2.12,3.06,2.13,1.83,3.35,2.56,32,2009-11-08,E0,2,1,A,2.85,3.25,2.4,5,12,0,16,7,1,0,A,0,West Ham,2.7,3.2,2.5,2.88,3.3,2.4,A Wiley,2.7,3.2,2.4,2.75,3.25,2.4,2.9,3.2,2.38,2.9,3.3,2.4
115,6,16,0,7,3,1,Fulham,3.4,3.2,2.25,3.0,3.2,2.3,3.1,3.3,2.2,36,22,0.0,1.71,2.05,3.13,2.2,1.63,3.22,2.27,1.75,2.24,3.53,2.37,1.73,3.34,2.4,32,2009-11-08,E0,1,1,D,3.0,3.25,2.3,10,15,0,19,12,1,1,D,2,Wigan,3.2,3.2,2.2,3.1,3.3,2.3,P Dowd,2.9,3.2,2.25,2.88,3.25,2.3,3.1,3.2,2.25,3.0,3.25,2.37
116,1,9,0,5,2,2,Birmingham,10.0,4.5,1.36,11.0,4.5,1.3,9.55,4.75,1.3,33,20,0.0,2.16,1.63,9.89,7.38,1.07,4.61,1.33,2.3,1.75,11.0,9.0,1.09,5.0,1.41,31,2009-11-09,E0,2,2,D,8.5,4.5,1.35,11,7,0,27,14,2,1,A,1,Liverpool,9.0,4.9,1.3,11.0,5.0,1.3,P Walton,10.0,4.5,1.28,10.0,4.5,1.29,9.0,4.5,1.33,10.5,4.5,1.33
117,7,9,0,12,5,0,Fulham,2.9,3.2,2.5,2.88,3.2,2.5,2.65,3.3,2.5,37,24,0.0,1.61,2.21,2.87,2.07,1.73,3.22,2.46,1.67,2.4,3.14,2.19,1.79,3.3,2.6,32,2009-11-21,E0,0,1,H,2.8,3.25,2.4,0,7,0,3,2,0,1,H,1,Birmingham,2.85,3.2,2.4,2.88,3.3,2.4,C Foy,2.75,3.2,2.35,2.88,3.3,2.4,2.9,3.3,2.5,2.87,3.2,2.5
118,8,12,0,10,6,3,Aston Villa,2.2,3.3,3.4,2.2,3.25,3.3,2.15,3.35,3.15,37,23,0.0,1.93,1.81,2.17,1.54,2.37,3.3,3.3,2.09,1.88,2.25,1.58,2.61,3.49,3.6,32,2009-11-21,E0,1,1,D,2.2,3.3,3.1,6,6,0,11,6,0,1,H,0,Burnley,2.2,3.2,3.2,2.25,3.3,3.2,H Webb,2.1,3.3,3.1,2.2,3.3,3.25,2.2,3.4,3.3,2.25,3.2,3.3
119,6,14,0,4,3,2,Wolves,19.0,7.0,1.17,21.0,6.5,1.17,15.0,6.75,1.15,37,20,-2.0,2.47,1.49,18.22,1.89,1.98,6.7,1.16,2.63,1.6,26.0,1.92,2.05,7.95,1.18,32,2009-11-21,E0,0,4,H,16.0,6.5,1.16,5,4,0,23,14,0,3,H,0,Chelsea,15.0,6.5,1.15,15.0,7.0,1.17,L Mason,17.0,6.0,1.14,19.0,6.5,1.17,19.0,7.0,1.17,19.0,6.5,1.17
120,3,17,0,16,10,4,West Ham,2.5,3.25,2.88,2.6,3.2,2.75,2.45,3.3,2.7,37,23,0.0,1.75,2.0,2.48,1.77,2.02,3.24,2.82,1.83,2.15,2.6,1.84,2.11,3.34,3.0,32,2009-11-21,E0,3,3,D,2.4,3.25,2.8,5,9,1,12,8,2,3,H,0,Hull,2.5,3.2,2.7,2.5,3.3,2.8,M Clattenburg,2.4,3.2,2.7,2.5,3.25,2.8,2.6,3.25,2.8,2.6,3.1,2.8
121,3,13,0,9,6,0,Man City,4.2,3.4,1.91,4.2,3.3,1.91,4.2,3.5,1.9,38,24,0.0,1.95,1.8,4.06,2.85,1.38,3.34,1.92,2.08,1.87,4.5,3.0,1.41,3.56,2.0,33,2009-11-21,E0,2,2,D,4.0,3.3,1.9,7,9,0,10,6,0,0,D,2,Liverpool,3.9,3.3,1.9,4.5,3.4,1.83,P Dowd,3.6,3.4,1.9,4.1,3.3,1.95,4.33,3.4,1.91,4.0,3.3,1.95
122,4,6,0,11,5,2,Everton,9.0,4.5,1.4,8.5,4.33,1.4,9.0,4.6,1.38,37,22,0.0,1.94,1.8,8.56,6.4,1.1,4.37,1.39,2.02,1.91,10.29,7.1,1.11,4.66,1.45,32,2009-11-21,E0,0,3,H,8.0,4.2,1.4,13,4,0,18,11,0,1,H,2,Man United,8.5,4.5,1.35,8.0,4.5,1.4,S Bennett,8.0,4.2,1.35,9.0,4.5,1.36,9.0,4.4,1.4,9.0,4.2,1.4
123,6,10,0,9,3,1,Arsenal,1.62,3.75,6.0,1.67,3.6,5.5,1.55,3.6,6.2,37,23,0.0,2.26,1.58,1.62,1.22,3.96,3.65,5.69,2.5,1.67,1.71,1.3,4.55,3.8,6.2,32,2009-11-21,E0,0,1,H,1.65,3.5,5.5,2,10,0,5,1,0,0,D,2,Sunderland,1.6,3.8,5.2,1.57,3.75,6.0,A Wiley,1.57,3.6,5.25,1.62,3.6,6.0,1.62,3.8,6.0,1.67,3.4,6.0
124,7,12,0,15,11,1,Blackburn,3.4,3.2,2.25,3.3,3.2,2.25,3.25,3.25,2.15,37,23,0.0,1.84,1.89,3.3,2.31,1.57,3.25,2.2,1.92,2.03,3.53,2.47,1.63,3.38,2.32,32,2009-11-22,E0,2,0,A,3.2,3.25,2.2,7,13,0,15,8,1,0,A,3,Bolton,3.2,3.2,2.2,3.3,3.3,2.2,M Dean,3.2,3.25,2.1,3.3,3.25,2.2,3.25,3.25,2.3,3.2,3.2,2.3
125,4,13,0,14,7,2,Portsmouth,3.5,3.4,2.1,3.75,3.25,2.05,3.35,3.35,2.2,37,23,0.0,1.7,2.06,3.48,2.49,1.5,3.29,2.1,1.74,2.21,3.75,2.75,1.56,3.46,2.17,32,2009-11-22,E0,0,1,H,3.4,3.25,2.1,4,15,0,9,3,0,0,D,1,Stoke,3.6,3.3,2.0,3.5,3.3,2.1,K Friend,3.1,3.3,2.1,3.75,3.4,2.0,3.5,3.25,2.1,3.5,3.2,2.15
126,5,11,0,11,5,0,Wigan,8.0,4.33,1.44,8.0,4.0,1.44,7.5,3.85,1.45,37,23,0.0,2.16,1.64,7.48,5.5,1.12,4.05,1.46,2.28,1.72,8.09,6.5,1.15,4.45,1.5,32,2009-11-22,E0,1,9,H,7.25,4.0,1.45,10,9,0,28,16,0,1,H,1,Tottenham,6.5,3.9,1.5,7.0,4.0,1.5,P Walton,7.25,4.0,1.4,8.0,4.1,1.44,7.5,4.33,1.4,8.0,4.0,1.44
127,3,13,0,7,3,0,Blackburn,3.6,3.3,2.1,3.4,3.3,2.1,3.4,3.2,2.1,37,22,0.0,1.79,1.96,3.54,2.54,1.49,3.29,2.07,1.86,2.09,3.85,2.72,1.51,3.4,2.16,31,2009-11-25,E0,0,3,H,3.4,3.25,2.1,3,7,0,8,4,0,1,H,0,Fulham,3.2,3.2,2.2,3.5,3.3,2.1,S Attwell,3.5,3.3,1.95,3.6,3.4,2.05,3.6,3.3,2.1,3.6,3.25,2.1
128,4,23,0,5,3,4,Everton,2.15,3.3,3.5,2.1,3.3,3.4,2.05,3.35,3.35,38,22,0.0,1.79,1.96,2.11,1.52,2.45,3.29,3.4,1.85,2.09,2.2,1.55,2.57,3.46,3.8,32,2009-11-25,E0,2,3,H,2.1,3.25,3.4,3,18,0,8,7,0,3,H,1,Hull,2.2,3.3,3.1,2.2,3.3,3.2,M Atkinson,2.05,3.3,3.2,2.1,3.4,3.4,2.1,3.3,3.5,2.1,3.25,3.6
129,9,8,0,23,17,1,Tottenham,2.88,3.25,2.5,2.88,3.25,2.5,2.8,3.35,2.35,37,24,0.0,2.0,1.75,2.86,2.05,1.74,3.28,2.42,2.16,1.83,3.06,2.18,1.8,3.45,2.55,33,2009-11-28,E0,1,1,D,2.75,3.25,2.45,7,10,0,12,4,0,1,H,0,Aston Villa,2.6,3.2,2.6,2.88,3.4,2.38,P Dowd,2.7,3.3,2.35,2.88,3.4,2.38,2.75,3.3,2.4,2.8,3.3,2.5
130,2,11,0,7,4,2,Stoke,4.2,3.4,1.91,4.2,3.3,1.91,4.0,3.4,1.85,37,24,0.0,1.75,2.0,4.13,2.92,1.37,3.35,1.9,1.8,2.14,4.61,3.15,1.42,3.53,1.95,33,2009-11-28,E0,0,0,D,3.8,3.3,1.95,9,12,0,11,4,0,0,D,1,Blackburn,3.8,3.3,1.95,4.5,3.4,1.83,H Webb,3.6,3.4,1.9,4.1,3.4,1.91,4.0,3.4,1.85,4.2,3.3,1.91
131,5,21,0,4,2,6,Bolton,4.2,3.5,1.91,4.2,3.3,1.91,3.85,3.4,1.9,37,24,0.0,1.81,1.95,4.18,2.93,1.37,3.37,1.88,1.88,2.06,4.62,3.05,1.44,3.6,2.0,33,2009-11-28,E0,1,1,D,4.0,3.25,1.9,8,7,0,12,7,1,0,A,1,Fulham,3.9,3.3,1.9,4.5,3.4,1.83,S Bennett,4.0,3.25,1.85,4.33,3.5,1.83,4.33,3.4,1.8,4.0,3.4,1.91
132,2,12,0,8,3,3,Hull,11.0,5.5,1.29,11.0,5.0,1.3,12.0,5.0,1.25,37,21,-1.75,2.42,1.51,11.08,1.87,2.01,5.38,1.27,2.64,1.56,13.15,1.89,2.05,6.13,1.3,33,2009-11-28,E0,1,1,D,11.0,5.0,1.27,8,14,0,17,7,0,1,H,1,Man City,9.0,5.0,1.3,11.0,5.0,1.3,L Probert,11.0,5.2,1.22,13.0,5.5,1.25,11.0,5.5,1.25,12.0,5.5,1.25
133,8,10,0,12,8,3,Man United,1.36,4.5,10.0,1.4,4.33,8.5,1.35,4.5,8.25,37,23,0.0,1.83,1.92,1.36,1.09,6.64,4.55,8.86,1.93,2.02,1.4,1.11,7.0,5.08,10.35,33,2009-11-28,E0,4,1,A,1.37,4.5,8.0,4,16,0,20,12,1,1,D,4,Portsmouth,1.42,4.3,7.5,1.36,4.5,9.0,M Dean,1.33,4.5,8.0,1.33,5.0,9.0,1.36,4.5,8.0,1.36,4.6,9.0
134,7,15,1,16,10,1,Burnley,4.5,3.6,1.8,4.5,3.4,1.83,4.6,3.4,1.75,37,24,0.0,1.96,1.79,4.42,3.18,1.32,3.49,1.8,2.08,1.88,4.88,3.4,1.34,3.75,1.85,33,2009-11-28,E0,3,5,H,4.25,3.5,1.8,1,10,0,9,5,0,3,H,2,West Ham,4.3,3.4,1.8,4.33,3.5,1.83,C Foy,3.75,3.75,1.75,4.5,3.5,1.8,4.33,3.4,1.8,4.5,3.5,1.8
135,8,14,0,9,4,3,Sunderland,2.9,3.4,2.4,2.88,3.3,2.4,2.75,3.3,2.4,36,23,0.0,1.75,2.01,2.84,2.05,1.73,3.26,2.45,1.83,2.16,3.15,2.23,1.8,3.4,2.55,33,2009-11-28,E0,0,1,H,2.75,3.25,2.45,5,12,0,16,10,0,0,D,0,Wigan,2.7,3.2,2.5,2.8,3.3,2.5,Mn Atkinson,2.6,3.3,2.4,2.88,3.2,2.5,2.75,3.25,2.4,2.9,3.3,2.4
136,3,12,0,7,5,2,Chelsea,2.7,3.2,2.7,2.7,3.2,2.7,2.7,3.1,2.6,37,21,0.0,1.82,1.92,2.67,1.89,1.9,3.22,2.63,1.98,2.05,2.8,1.97,1.99,3.34,2.82,33,2009-11-29,E0,3,0,A,2.7,3.2,2.55,4,17,0,5,3,2,0,A,2,Arsenal,2.6,3.2,2.6,2.62,3.3,2.62,A Marriner,2.6,3.2,2.5,2.63,3.4,2.6,2.75,3.25,2.5,2.7,3.2,2.62
137,4,12,0,9,7,0,Liverpool,2.1,3.4,3.5,2.25,3.2,3.25,2.1,3.3,3.3,37,23,0.0,1.81,1.94,2.15,1.55,2.36,3.28,3.35,1.9,2.04,2.25,1.62,2.59,3.43,3.78,33,2009-11-29,E0,2,0,A,2.1,3.25,3.4,6,15,0,12,8,1,0,A,1,Everton,2.1,3.3,3.35,2.2,3.3,3.3,A Wiley,2.1,3.2,3.2,2.1,3.4,3.4,2.1,3.25,3.3,2.1,3.25,3.6
138,5,8,0,13,7,1,Birmingham,3.1,3.2,2.4,3.1,3.2,2.3,2.9,3.2,2.35,37,23,0.0,1.65,2.15,3.01,2.15,1.67,3.19,2.37,1.78,2.25,3.35,2.35,1.72,3.3,2.46,33,2009-11-29,E0,1,0,A,2.85,3.2,2.4,6,14,0,8,2,1,0,A,2,Wolves,2.7,3.2,2.5,3.0,3.2,2.38,M Clattenburg,2.8,3.2,2.3,3.0,3.25,2.38,3.0,3.2,2.3,3.2,3.2,2.3
139,2,7,0,5,4,0,Stoke,13.0,5.0,1.29,11.0,4.75,1.3,12.0,5.0,1.25,37,23,0.0,2.26,1.59,11.73,9.11,1.05,5.12,1.28,2.38,1.67,14.55,10.6,1.06,5.9,1.3,33,2009-12-05,E0,0,2,H,10.0,5.0,1.28,10,3,0,12,8,0,1,H,0,Arsenal,11.0,4.9,1.27,12.0,5.5,1.25,M Clattenburg,10.0,5.0,1.25,12.0,5.0,1.29,10.5,5.5,1.29,12.0,5.5,1.25
140,3,15,0,5,1,3,Hull,7.5,4.33,1.44,6.5,4.33,1.44,7.0,4.0,1.45,37,25,0.0,2.11,1.68,7.39,5.16,1.14,4.18,1.45,2.25,1.75,8.55,5.98,1.17,4.58,1.5,33,2009-12-05,E0,0,3,H,7.0,4.0,1.45,9,15,0,13,6,0,2,H,4,Aston Villa,6.7,3.8,1.5,8.0,4.0,1.44,S Attwell,6.25,4.0,1.45,7.0,4.33,1.44,7.5,4.33,1.44,7.5,4.2,1.44
141,8,9,0,15,11,0,Liverpool,1.67,3.8,5.25,1.75,3.4,4.5,1.7,3.5,4.8,37,26,0.0,1.8,1.95,1.74,1.28,3.5,3.52,4.82,1.88,2.04,1.83,1.33,3.85,3.75,5.25,33,2009-12-05,E0,0,0,D,1.73,3.5,4.75,1,15,0,9,3,0,0,D,1,Blackburn,1.75,3.5,4.6,1.73,3.5,5.0,M Atkinson,1.7,3.4,4.5,1.73,3.5,5.0,1.67,3.8,5.0,1.73,3.5,5.0
142,6,17,0,10,6,6,Chelsea,1.91,3.4,4.2,1.83,3.4,4.2,1.8,3.45,4.3,37,26,0.0,1.88,1.86,1.87,1.36,2.99,3.45,4.16,1.99,1.95,1.93,1.4,3.3,3.71,4.5,33,2009-12-05,E0,1,2,H,1.87,3.4,4.0,9,12,0,13,8,1,1,D,1,Man City,1.9,3.3,3.9,1.83,3.5,4.33,H Webb,1.85,3.4,3.75,1.91,3.5,4.0,1.91,3.4,4.2,1.83,3.5,4.33
143,5,14,0,14,8,2,Burnley,4.2,3.4,1.91,4.2,3.4,1.83,3.9,3.5,1.85,37,26,0.0,1.92,1.83,4.3,3.08,1.34,3.43,1.85,2.08,1.89,4.69,3.25,1.37,3.67,1.92,33,2009-12-05,E0,0,2,H,4.0,3.5,1.85,5,16,0,9,4,0,0,D,4,Portsmouth,4.0,3.4,1.85,4.33,3.5,1.83,P Dowd,4.0,3.4,1.8,4.5,3.5,1.8,4.33,3.5,1.85,4.5,3.4,1.83
144,8,16,0,18,11,1,Man United,1.44,4.2,8.0,1.5,4.0,6.5,1.45,4.0,7.0,37,25,0.0,1.94,1.81,1.46,1.14,5.15,4.06,7.49,2.01,1.93,1.51,1.17,5.98,4.48,8.6,33,2009-12-05,E0,4,0,A,1.45,4.0,7.0,2,8,0,11,7,1,0,A,0,West Ham,1.5,3.9,6.5,1.44,4.2,7.5,P Walton,1.45,4.0,6.25,1.44,4.1,8.0,1.44,4.2,8.0,1.44,4.2,7.5
145,2,8,0,10,9,0,Birmingham,3.6,3.3,2.1,3.4,3.25,2.1,3.45,3.3,2.05,37,26,0.0,1.63,2.19,3.6,2.54,1.47,3.26,2.07,1.67,2.37,4.0,2.75,1.5,3.4,2.13,33,2009-12-05,E0,3,2,A,3.5,3.3,2.05,2,14,0,18,7,0,1,H,2,Wigan,3.4,3.25,2.1,3.5,3.3,2.1,L Probert,3.4,3.25,2.0,3.5,3.4,2.05,3.6,3.3,2.1,3.6,3.25,2.05
146,10,16,0,17,10,1,Bolton,3.1,3.25,2.38,2.88,3.25,2.38,2.9,3.2,2.35,37,25,0.0,1.74,2.02,3.0,2.13,1.68,3.24,2.36,1.83,2.1,3.26,2.25,1.74,3.38,2.45,33,2009-12-05,E0,1,2,H,3.0,3.2,2.3,11,9,0,12,11,0,1,H,2,Wolves,2.85,3.2,2.4,3.0,3.25,2.38,C Foy,2.7,3.2,2.4,3.0,3.25,2.38,3.0,3.3,2.4,3.2,3.2,2.3
147,6,18,0,19,11,4,Tottenham,2.5,3.25,2.88,2.5,3.25,2.75,2.5,3.35,2.6,37,23,0.0,1.9,1.84,2.45,1.76,2.04,3.27,2.83,2.02,1.91,2.55,1.8,2.19,3.4,3.1,33,2009-12-06,E0,2,2,D,2.45,3.25,2.75,1,11,0,15,6,0,0,D,4,Everton,2.6,3.2,2.6,2.3,3.4,3.0,A Marriner,2.4,3.2,2.7,2.5,3.3,2.75,2.5,3.25,2.9,2.5,3.3,2.8
148,8,12,0,8,5,2,Sunderland,3.6,3.3,2.1,3.2,3.25,2.2,3.35,3.25,2.1,37,26,0.0,1.73,2.04,3.44,2.41,1.52,3.26,2.13,1.81,2.21,3.78,2.54,1.57,3.42,2.2,33,2009-12-06,E0,0,1,H,3.5,3.2,2.1,4,9,0,16,5,0,1,H,1,Fulham,3.6,3.3,2.0,3.5,3.3,2.1,M Dean,3.2,3.2,2.1,3.3,3.25,2.2,3.4,3.3,2.2,3.5,3.3,2.1
149,7,13,1,14,7,4,West Ham,3.6,3.3,2.1,3.5,3.25,2.1,3.35,3.25,2.1,40,27,0.0,1.71,2.06,3.48,2.48,1.51,3.28,2.1,1.76,2.18,3.8,2.63,1.58,3.41,2.2,36,2009-12-12,E0,0,1,H,3.4,3.25,2.1,11,12,0,16,9,0,0,D,3,Birmingham,3.4,3.25,2.1,3.75,3.4,2.0,L Mason,3.2,3.2,2.1,3.6,3.25,2.1,3.5,3.2,2.05,3.4,3.3,2.15
150,9,9,1,14,6,3,Man City,1.8,3.6,4.5,1.83,3.6,4.2,1.75,3.56,4.4,39,27,0.0,1.87,1.87,1.8,1.33,3.11,3.51,4.43,1.96,1.96,1.85,1.36,3.4,3.78,4.9,36,2009-12-12,E0,3,3,D,1.8,3.3,4.5,5,11,0,12,8,2,2,D,3,Bolton,1.85,3.4,4.0,1.8,3.5,4.5,M Clattenburg,1.8,3.4,4.0,1.8,3.5,4.5,1.73,3.6,4.5,1.8,3.5,4.5
151,4,8,0,12,6,2,Fulham,2.75,3.25,2.63,2.75,3.25,2.6,2.55,3.25,2.6,39,25,0.0,1.76,2.0,2.68,1.91,1.89,3.23,2.61,1.81,2.14,2.81,1.99,1.98,3.35,2.77,36,2009-12-12,E0,1,1,D,2.6,3.2,2.6,7,12,0,10,8,0,0,D,0,Burnley,2.6,3.2,2.6,2.8,3.3,2.5,M Jones,2.55,3.2,2.55,2.75,3.2,2.6,2.75,3.2,2.5,2.62,3.3,2.62
152,1,17,0,10,7,1,Everton,15.0,5.5,1.25,13.0,5.5,1.25,12.0,5.0,1.25,40,26,-1.75,2.22,1.59,13.48,1.88,2.01,5.33,1.24,2.3,1.69,17.85,1.91,2.05,5.8,1.28,36,2009-12-12,E0,3,3,D,12.5,5.0,1.25,7,13,0,25,13,2,2,D,0,Chelsea,11.0,4.9,1.27,12.0,5.5,1.25,P Dowd,11.0,5.2,1.22,15.0,5.5,1.22,15.0,5.5,1.2,15.0,5.5,1.22
153,4,19,0,14,9,2,Blackburn,2.6,3.25,2.8,2.5,3.25,2.8,2.5,3.2,2.7,39,24,0.0,1.77,1.99,2.54,1.83,1.97,3.24,2.76,1.87,2.08,2.66,1.9,2.07,3.36,2.89,36,2009-12-12,E0,0,0,D,2.5,3.2,2.75,3,14,0,9,7,0,0,D,1,Hull,2.5,3.2,2.7,2.5,3.3,2.8,C Foy,2.4,3.2,2.7,2.6,3.25,2.75,2.5,3.2,2.75,2.5,3.3,2.8
154,4,14,0,8,5,1,Aston Villa,7.0,4.2,1.5,7.5,4.33,1.4,7.0,4.25,1.42,39,27,0.0,1.99,1.76,7.1,5.27,1.13,4.09,1.47,2.13,1.83,8.0,6.0,1.17,4.42,1.51,36,2009-12-12,E0,1,0,A,7.5,4.0,1.44,9,4,0,16,9,1,0,A,1,Man United,7.5,4.3,1.4,8.0,4.0,1.44,M Atkinson,6.25,4.0,1.44,7.0,4.33,1.44,7.5,4.0,1.44,7.0,4.0,1.5
155,3,8,0,11,8,1,Wigan,3.6,3.3,2.1,3.6,3.2,2.1,3.65,3.3,2.1,39,27,0.0,1.64,2.17,3.55,2.54,1.48,3.27,2.08,1.68,2.33,3.95,2.71,1.5,3.4,2.2,36,2009-12-12,E0,2,2,D,3.4,3.25,2.1,5,19,0,14,5,1,1,D,5,Stoke,3.6,3.3,2.0,3.5,3.3,2.1,M Dean,3.4,3.25,2.0,3.6,3.25,2.1,3.75,3.2,2.0,3.5,3.3,2.1
156,6,14,1,9,6,3,Portsmouth,4.75,3.5,1.8,4.75,3.4,1.8,4.6,3.4,1.75,39,27,0.0,1.75,2.02,4.57,3.25,1.31,3.42,1.8,1.84,2.11,5.0,3.75,1.35,3.6,1.91,36,2009-12-12,E0,1,1,D,4.6,3.4,1.75,9,12,0,16,9,0,1,H,4,Sunderland,4.6,3.5,1.75,4.5,3.5,1.8,S Bennett,4.0,3.4,1.8,5.0,3.5,1.73,4.75,3.4,1.73,4.5,3.5,1.8
157,5,13,0,3,3,5,Wolves,13.0,5.75,1.25,12.0,5.5,1.25,11.0,5.25,1.25,39,25,-1.75,2.37,1.53,11.44,1.89,2.0,5.35,1.27,2.54,1.6,13.84,1.95,2.07,6.03,1.3,36,2009-12-12,E0,1,0,A,10.0,5.0,1.28,1,8,0,18,10,1,0,A,0,Tottenham,9.5,4.8,1.3,11.0,5.0,1.29,S Attwell,10.0,5.0,1.25,13.0,5.5,1.25,13.0,5.5,1.22,12.0,5.5,1.25
158,4,16,0,7,5,3,Arsenal,3.4,3.3,2.2,3.25,3.2,2.25,3.4,3.3,2.2,40,27,0.0,1.86,1.88,3.35,2.37,1.56,3.27,2.17,1.98,1.95,3.66,2.56,1.6,3.4,2.26,36,2009-12-13,E0,2,1,A,3.3,3.25,2.15,3,19,0,6,3,0,1,H,3,Liverpool,3.2,3.2,2.2,3.4,3.4,2.1,H Webb,3.2,3.2,2.1,3.1,3.4,2.25,3.4,3.2,2.1,3.4,3.25,2.15
