,AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,Date,Div,FTAG,FTHG,FTR,GBA,GBD,GBH,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Referee,SBA,SBD,SBH,SJA,SJD,SJH,VCA,VCD,VCH,WHA,WHD,WHH
213,4,9,0,12,4,1,West Ham,2.88,3.25,2.5,2.88,3.25,2.38,2.9,3.25,2.35,34,22,0.0,1.63,2.19,2.87,2.05,1.76,3.23,2.46,1.71,2.29,3.2,2.18,1.82,3.36,2.6,31,2010-01-26,E0,1,1,D,2.75,3.2,2.5,6,16,0,14,8,0,0,D,3,Portsmouth,2.85,3.2,2.4,2.75,3.2,2.25,A Marriner,2.75,3.2,2.35,2.88,3.2,2.5,3.2,3.2,2.38,2.62,3.1,2.37
214,3,16,0,9,6,1,Fulham,6.5,3.75,1.57,5.5,3.75,1.57,6.0,3.45,1.6,34,23,0.0,1.86,1.88,5.99,4.19,1.19,3.64,1.6,1.94,2.0,6.55,4.54,1.22,3.8,1.71,31,2010-01-26,E0,0,2,H,5.75,3.75,1.57,11,11,0,13,7,0,1,H,1,Tottenham,6.0,3.6,1.57,6.0,3.75,1.44,M Dean,6.0,3.75,1.5,6.5,3.75,1.57,6.5,3.6,1.62,6.0,3.4,1.5
215,7,11,0,6,3,1,Liverpool,1.67,3.6,5.5,1.73,3.5,4.75,1.65,3.6,5.0,34,23,0.0,1.71,2.06,1.69,1.24,3.68,3.53,5.21,1.79,2.18,1.75,1.29,4.2,3.86,6.18,31,2010-01-26,E0,0,0,D,1.67,3.6,5.0,0,10,0,6,4,0,0,D,0,Wolves,1.75,3.5,4.6,1.67,3.4,4.33,P Walton,1.65,3.4,5.0,1.67,3.5,5.5,1.67,3.75,5.5,1.7,3.4,4.2
216,7,15,0,12,8,2,Arsenal,2.3,3.25,3.2,2.3,3.3,3.0,2.15,3.25,3.25,34,22,0.0,1.84,1.9,2.25,1.61,2.25,3.28,3.17,1.94,1.98,2.3,1.67,2.45,3.44,3.5,31,2010-01-27,E0,0,0,D,2.25,3.2,3.1,7,16,0,8,2,0,0,D,2,Aston Villa,2.1,3.25,3.4,2.25,3.2,2.75,L Probert,2.25,3.25,2.85,2.25,3.25,3.25,2.2,3.25,3.4,2.1,3.2,3.0
217,6,13,0,13,8,1,Wigan,4.0,3.4,1.95,3.75,3.25,2.0,3.85,3.25,1.95,34,22,0.0,1.65,2.16,3.95,2.8,1.39,3.34,1.95,1.74,2.27,4.35,3.0,1.42,3.48,2.02,30,2010-01-27,E0,1,2,H,3.75,3.35,1.95,5,20,0,13,7,0,1,H,3,Blackburn,3.9,3.3,1.9,3.5,3.2,1.91,L Mason,3.75,3.25,1.9,4.0,3.4,1.91,4.0,3.4,2.0,3.5,3.2,1.91
218,3,8,0,5,3,0,Birmingham,15.0,6.0,1.22,11.0,5.5,1.25,11.0,5.25,1.25,34,21,0.0,2.09,1.69,12.97,10.04,1.03,5.52,1.24,2.26,1.76,15.88,13.0,1.05,6.31,1.26,31,2010-01-27,E0,0,3,H,11.0,5.5,1.25,8,11,0,25,17,0,2,H,0,Chelsea,12.0,5.0,1.25,10.0,4.5,1.25,S Bennett,12.0,5.5,1.2,13.0,6.0,1.22,15.0,5.5,1.25,10.0,4.8,1.22
219,8,19,0,5,3,1,Sunderland,5.5,3.6,1.67,6.0,3.5,1.62,5.25,3.75,1.6,34,22,-0.25,1.78,1.97,5.53,2.03,1.86,3.57,1.66,1.87,2.05,6.35,2.06,1.88,3.74,1.7,31,2010-01-27,E0,0,2,H,5.0,3.6,1.67,3,10,0,11,7,0,2,H,0,Everton,5.3,3.5,1.65,4.5,3.5,1.62,P Dowd,4.75,3.5,1.65,6.0,3.6,1.62,6.0,3.6,1.67,5.0,3.5,1.57
220,8,8,0,21,12,2,Tottenham,2.38,3.25,3.1,2.38,3.25,2.88,2.3,3.2,3.0,37,25,0.0,1.69,2.09,2.3,1.66,2.17,3.25,3.08,1.75,2.23,2.39,1.73,2.33,3.4,3.3,35,2010-01-30,E0,1,1,D,2.3,3.25,3.0,5,12,0,12,6,0,0,D,4,Birmingham,2.3,3.2,3.0,2.38,3.25,3.0,S Attwell,2.25,3.2,2.9,2.38,3.25,3.0,2.3,3.25,3.25,2.3,3.25,3.1
221,9,12,0,16,9,1,Chelsea,1.29,5.0,13.0,1.29,4.75,12.0,1.3,4.7,10.0,37,26,0.0,2.13,1.67,1.27,1.05,9.05,5.16,11.96,2.27,1.73,1.3,1.09,13.0,5.82,15.02,35,2010-01-30,E0,2,1,A,1.27,5.0,11.0,2,12,0,5,3,1,0,A,1,Burnley,1.33,4.6,9.0,1.29,5.5,10.0,P Dowd,1.25,5.0,10.0,1.29,5.0,12.0,1.25,5.5,15.0,1.28,4.5,8.0
222,3,15,0,9,6,2,Aston Villa,2.7,3.2,2.7,2.5,3.25,2.75,2.6,3.2,2.6,37,23,0.0,1.63,2.2,2.67,1.9,1.88,3.21,2.62,1.74,2.35,2.85,2.0,1.95,3.3,2.77,35,2010-01-30,E0,2,0,A,2.6,3.25,2.6,9,10,0,15,8,2,0,A,0,Fulham,2.6,3.2,2.6,2.62,3.3,2.62,L Mason,2.6,3.2,2.5,2.63,3.2,2.7,2.75,3.2,2.62,2.7,3.2,2.6
223,7,10,0,13,4,0,Wolves,3.25,3.25,2.25,3.25,3.1,2.25,3.05,3.25,2.25,37,26,0.0,1.7,2.08,3.15,2.22,1.63,3.22,2.28,1.79,2.2,3.38,2.38,1.74,3.31,2.46,35,2010-01-30,E0,2,2,D,3.2,3.2,2.2,4,15,0,8,4,0,1,H,2,Hull,3.2,3.2,2.2,3.25,3.25,2.25,M Dean,3.0,3.2,2.2,3.25,3.25,2.25,3.4,3.25,2.25,3.25,3.2,2.25
224,3,10,0,4,1,3,Bolton,7.5,4.33,1.44,7.0,4.0,1.5,7.75,4.0,1.42,37,26,0.0,2.0,1.75,7.69,5.64,1.12,4.23,1.43,2.12,1.83,9.22,7.0,1.17,4.68,1.47,35,2010-01-30,E0,0,2,H,7.0,4.0,1.45,11,12,0,13,6,0,1,H,1,Liverpool,7.0,4.0,1.45,7.0,4.33,1.44,S Bennett,6.5,4.0,1.44,7.0,4.33,1.44,8.5,4.33,1.44,7.5,4.2,1.44
225,7,13,0,8,4,1,Blackburn,3.6,3.3,2.1,3.2,3.25,2.2,3.4,3.2,2.1,37,26,0.0,1.77,1.98,3.46,2.43,1.52,3.29,2.11,1.87,2.06,3.8,2.67,1.62,3.45,2.2,35,2010-01-30,E0,0,0,D,3.4,3.25,2.1,10,17,0,7,6,0,0,D,0,West Ham,3.4,3.25,2.1,3.4,3.4,2.1,P Walton,3.2,3.2,2.1,3.2,3.4,2.2,3.75,3.25,2.1,3.6,3.25,2.1
226,7,10,0,10,7,2,Everton,2.38,3.3,3.0,2.38,3.25,2.88,2.35,3.2,2.9,36,22,0.0,1.75,2.01,2.3,1.62,2.25,3.24,3.11,1.84,2.11,2.4,1.68,2.43,3.4,3.56,34,2010-01-30,E0,1,0,A,2.3,3.2,3.0,4,19,0,10,4,0,0,D,0,Wigan,2.4,3.2,2.85,2.38,3.3,2.9,L Probert,2.3,3.2,2.8,2.38,3.25,3.0,2.3,3.2,3.25,2.37,3.25,3.0
227,5,12,0,11,5,0,Man United,2.8,3.25,2.6,2.7,3.2,2.6,2.75,3.3,2.4,37,25,0.0,1.84,1.91,2.8,2.0,1.79,3.23,2.51,1.93,1.98,2.98,2.11,1.86,3.35,2.66,35,2010-01-31,E0,3,1,A,2.6,3.25,2.6,8,9,0,18,7,2,0,A,1,Arsenal,3.0,3.2,2.3,2.75,3.2,2.6,C Foy,2.7,3.2,2.4,2.75,3.25,2.6,2.88,3.25,2.5,2.7,3.25,2.6
228,7,14,0,10,4,3,Portsmouth,13.0,5.0,1.29,12.0,4.75,1.29,10.0,4.75,1.3,37,26,0.0,2.03,1.73,11.05,8.58,1.05,5.0,1.29,2.17,1.8,13.5,11.0,1.09,5.45,1.34,35,2010-01-31,E0,0,2,H,11.0,5.0,1.27,10,9,0,13,6,0,2,H,1,Man City,8.5,4.5,1.35,11.0,5.0,1.3,M Atkinson,9.0,4.75,1.28,12.0,5.5,1.25,13.0,5.0,1.29,10.0,5.0,1.3
229,3,16,0,4,3,3,Stoke,3.8,3.4,2.0,3.4,3.2,2.15,3.75,3.3,1.95,34,23,0.0,1.75,2.01,3.68,2.58,1.46,3.27,2.04,1.85,2.11,3.9,3.0,1.52,3.4,2.15,32,2010-02-01,E0,0,0,D,3.6,3.3,2.0,7,7,0,6,5,0,0,D,2,Sunderland,3.5,3.25,2.05,3.75,3.4,2.0,H Webb,3.5,3.2,2.0,3.75,3.4,2.0,3.75,3.25,2.1,3.75,3.3,2.0
230,8,12,0,21,11,3,Chelsea,1.29,5.0,13.0,1.29,5.0,12.0,1.25,5.25,11.0,37,26,0.0,2.15,1.66,1.26,1.05,9.3,5.25,12.35,2.3,1.72,1.29,1.07,13.0,5.8,15.32,36,2010-02-02,E0,1,1,D,1.28,5.0,10.0,6,9,0,7,3,1,1,D,1,Hull,1.3,4.8,9.5,1.29,4.5,8.0,M Clattenburg,1.25,5.0,10.0,1.25,5.0,15.0,1.25,5.5,15.0,1.25,4.8,8.5
231,5,12,0,12,8,1,Portsmouth,6.0,3.5,1.67,5.0,3.5,1.7,5.35,3.45,1.65,36,23,0.0,1.68,2.11,5.33,3.72,1.24,3.48,1.69,1.73,2.26,5.82,4.05,1.28,3.66,1.75,34,2010-02-03,E0,0,1,H,5.0,3.5,1.7,5,12,0,14,9,0,0,D,0,Fulham,4.9,3.5,1.7,4.33,3.4,1.67,A Taylor,4.75,3.5,1.65,5.5,3.5,1.67,5.5,3.5,1.73,5.0,3.4,1.61
232,5,12,0,7,4,0,Fulham,3.25,3.3,2.25,3.1,3.25,2.3,3.1,3.25,2.2,37,25,0.0,1.71,2.06,3.22,2.27,1.6,3.25,2.23,1.79,2.16,3.61,2.44,1.65,3.4,2.3,34,2010-02-06,E0,0,0,D,3.1,3.25,2.25,2,8,0,16,11,0,0,D,0,Bolton,3.2,3.2,2.2,3.3,3.3,2.2,M Clattenburg,2.9,3.2,2.25,3.25,3.25,2.25,3.4,3.25,2.25,3.25,3.25,2.25
233,5,13,0,20,11,1,West Ham,2.8,3.25,2.6,2.75,3.25,2.6,2.8,3.15,2.45,38,23,0.0,1.73,2.04,2.78,1.99,1.81,3.23,2.51,1.81,2.15,2.92,2.05,1.88,3.36,2.65,35,2010-02-06,E0,1,2,H,2.75,3.2,2.5,3,15,0,8,4,0,1,H,2,Burnley,2.9,3.1,2.45,2.8,3.3,2.5,H Webb,2.7,3.2,2.4,2.75,3.2,2.6,2.75,3.4,2.5,2.75,3.2,2.6
234,8,14,0,17,11,4,Man City,1.73,3.4,5.5,1.73,3.4,5.25,1.7,3.55,5.45,37,25,0.0,1.89,1.85,1.72,1.26,3.54,3.48,5.08,2.0,1.92,1.8,1.33,4.0,3.6,5.7,34,2010-02-06,E0,1,2,H,1.72,3.5,4.75,4,14,0,8,4,0,1,H,2,Hull,1.7,3.5,4.9,1.73,3.5,5.0,P Dowd,1.65,3.5,4.75,1.73,3.5,5.0,1.73,3.5,5.5,1.73,3.5,5.0
235,8,23,1,6,3,3,Everton,4.33,3.5,1.83,4.33,3.3,1.9,4.5,3.45,1.85,38,27,0.0,1.76,2.0,4.44,3.15,1.32,3.42,1.82,1.82,2.16,4.75,3.75,1.42,3.66,1.9,35,2010-02-06,E0,0,1,H,4.1,3.4,1.85,8,11,1,9,4,0,0,D,3,Liverpool,4.6,3.5,1.75,4.5,3.5,1.8,M Atkinson,4.2,3.4,1.75,4.5,3.5,1.8,4.33,3.4,1.83,4.5,3.4,1.83
236,1,11,0,7,5,4,Portsmouth,23.0,8.5,1.13,23.0,7.5,1.12,18.0,8.5,1.1,36,24,-2.25,2.53,1.48,21.4,1.86,2.03,7.81,1.12,2.74,1.5,26.0,1.9,2.08,10.1,1.14,33,2010-02-06,E0,0,5,H,19.0,7.25,1.13,12,9,0,21,8,0,2,H,1,Man United,22.0,7.0,1.12,21.0,8.0,1.12,L Mason,17.0,7.0,1.11,21.0,8.0,1.13,23.0,10.0,1.11,23.0,7.5,1.12
237,7,20,1,9,4,3,Blackburn,3.4,3.1,2.3,3.25,3.2,2.25,3.15,3.2,2.2,38,26,0.0,1.69,2.1,3.25,2.28,1.6,3.2,2.24,1.74,2.26,3.5,2.42,1.66,3.35,2.38,35,2010-02-06,E0,0,3,H,3.1,3.2,2.25,12,13,0,15,11,0,2,H,2,Stoke,3.2,3.2,2.2,3.25,3.2,2.25,S Bennett,3.0,3.2,2.2,3.4,3.25,2.2,3.4,3.25,2.25,3.3,3.2,2.25
238,3,14,0,14,6,5,Wigan,3.8,3.4,2.0,3.5,3.25,2.1,3.65,3.25,2.0,38,26,0.0,1.76,1.99,3.7,2.57,1.46,3.3,2.02,1.85,2.08,4.1,2.75,1.5,3.43,2.1,35,2010-02-06,E0,1,1,D,3.6,3.3,2.0,2,12,0,11,8,1,0,A,4,Sunderland,3.4,3.25,2.1,3.75,3.4,2.0,S Attwell,3.4,3.25,2.0,3.75,3.4,2.0,4.0,3.25,2.0,3.8,3.3,2.0
239,4,13,0,10,5,0,Aston Villa,3.6,3.3,2.1,3.6,3.2,2.1,3.65,3.3,2.1,38,27,0.0,1.83,1.92,3.53,2.46,1.5,3.28,2.08,1.9,2.02,3.89,2.59,1.53,3.45,2.2,35,2010-02-06,E0,0,0,D,3.4,3.25,2.1,12,10,0,28,15,0,0,D,0,Tottenham,3.4,3.25,2.1,3.75,3.4,2.0,C Foy,3.4,3.25,2.0,3.75,3.4,2.0,3.75,3.25,2.1,3.6,3.3,2.05
240,4,18,0,12,5,3,Wolves,5.0,3.4,1.8,5.0,3.4,1.75,4.85,3.45,1.8,38,27,0.0,1.63,2.19,4.75,3.31,1.3,3.39,1.79,1.68,2.35,5.34,3.75,1.35,3.5,1.87,35,2010-02-07,E0,1,2,H,4.5,3.4,1.8,11,12,0,15,10,1,0,A,5,Birmingham,4.3,3.4,1.8,5.0,3.5,1.73,L Probert,4.5,3.4,1.7,5.0,3.25,1.8,5.0,3.4,1.8,4.8,3.3,1.8
241,8,14,0,14,6,2,Arsenal,4.5,3.6,1.8,5.0,3.4,1.75,4.65,3.55,1.8,37,26,0.0,1.87,1.87,4.68,3.33,1.29,3.43,1.78,1.97,1.95,5.02,3.75,1.36,3.61,1.86,34,2010-02-07,E0,0,2,H,4.5,3.3,1.8,4,11,0,9,3,0,2,H,2,Chelsea,4.9,3.5,1.7,4.5,3.5,1.8,M Dean,4.5,3.4,1.7,5.0,3.5,1.73,4.75,3.5,1.83,4.8,3.3,1.8
242,2,9,0,10,3,0,Burnley,5.25,3.5,1.73,5.25,3.4,1.73,5.25,3.5,1.65,38,28,0.0,1.7,2.07,5.15,3.62,1.25,3.46,1.72,1.75,2.25,5.7,4.0,1.28,3.75,1.79,37,2010-02-09,E0,0,3,H,4.75,3.5,1.73,6,9,0,16,12,0,2,H,1,Fulham,4.9,3.5,1.7,5.0,3.5,1.73,C Foy,4.75,3.5,1.65,5.0,3.5,1.73,5.5,3.5,1.73,5.25,3.4,1.73
243,3,18,0,11,5,2,Bolton,8.0,4.2,1.44,8.5,4.33,1.4,8.5,4.0,1.4,38,29,0.0,2.08,1.7,8.09,5.81,1.11,4.18,1.43,2.2,1.8,9.4,6.5,1.13,4.4,1.48,37,2010-02-09,E0,0,2,H,7.5,4.0,1.44,6,8,0,8,4,0,1,H,0,Man City,7.5,4.3,1.4,8.0,4.0,1.44,M Jones,8.0,4.2,1.35,7.5,4.33,1.44,9.0,4.0,1.44,7.5,4.2,1.44
244,4,15,2,7,2,1,Sunderland,3.0,3.25,2.4,2.9,3.25,2.4,2.75,3.3,2.4,38,27,0.0,1.67,2.12,3.01,2.13,1.68,3.22,2.36,1.73,2.26,3.32,2.33,1.76,3.32,2.45,37,2010-02-09,E0,1,1,D,2.85,3.25,2.4,8,10,1,12,6,1,0,A,3,Portsmouth,2.85,3.2,2.4,2.88,3.3,2.4,K Friend,2.8,3.2,2.3,3.0,3.25,2.38,3.2,3.2,2.38,3.2,3.2,2.3
245,5,7,0,10,6,3,Stoke,3.4,3.3,2.2,3.2,3.25,2.25,3.25,3.25,2.15,38,28,0.0,1.62,2.21,3.32,2.33,1.57,3.24,2.2,1.67,2.38,3.55,2.5,1.64,3.4,2.3,37,2010-02-09,E0,1,1,D,3.3,3.25,2.15,9,12,0,16,11,0,1,H,2,Wigan,3.2,3.2,2.2,3.3,3.3,2.2,A Marriner,3.2,3.2,2.1,3.3,3.25,2.2,3.4,3.25,2.25,3.5,3.2,2.15
246,6,13,0,9,7,2,Liverpool,3.6,3.3,2.1,3.5,3.25,2.1,3.55,3.3,2.0,38,27,0.0,1.78,1.98,3.66,2.56,1.46,3.3,2.05,1.85,2.09,3.93,2.71,1.5,3.43,2.15,35,2010-02-10,E0,0,1,H,3.5,3.2,2.1,3,19,0,11,6,0,0,D,3,Arsenal,3.4,3.25,2.1,3.75,3.4,2.0,H Webb,3.4,3.25,2.0,3.75,3.4,2.0,3.75,3.4,2.05,3.75,3.3,2.0
247,7,10,1,12,6,1,Man United,1.91,3.5,4.2,1.91,3.4,4.0,1.8,3.5,4.2,38,27,0.0,1.77,1.98,1.89,1.37,2.89,3.41,4.11,1.84,2.08,1.93,1.4,3.2,3.6,4.5,35,2010-02-10,E0,1,1,D,1.9,3.3,4.0,1,9,0,10,6,1,1,D,0,Aston Villa,1.9,3.3,3.9,1.91,3.4,4.0,P Walton,1.85,3.4,3.75,1.9,3.4,4.1,1.91,3.5,4.33,1.91,3.5,4.0
248,6,13,1,7,4,3,Hull,4.5,3.5,1.83,4.5,3.4,1.83,4.3,3.4,1.8,38,26,0.0,1.86,1.88,4.54,3.19,1.32,3.44,1.8,1.95,1.95,5.0,3.4,1.35,3.68,1.91,35,2010-02-10,E0,0,1,H,4.25,3.3,1.85,6,14,0,20,10,0,1,H,1,Blackburn,4.3,3.4,1.8,4.5,3.4,1.83,L Probert,4.5,3.4,1.7,4.5,3.5,1.8,4.5,3.6,1.83,4.5,3.4,1.83
249,6,15,0,14,5,2,Chelsea,1.73,3.6,5.0,1.67,3.5,5.5,1.6,3.75,5.25,38,26,0.0,1.82,1.92,1.71,1.26,3.57,3.55,5.04,1.89,2.02,1.75,1.3,4.0,3.83,5.5,35,2010-02-10,E0,1,2,H,1.67,3.6,5.0,5,13,0,7,5,1,1,D,1,Everton,1.7,3.5,4.9,1.73,3.5,5.0,A Wiley,1.65,3.5,4.75,1.73,3.5,5.0,1.73,3.75,5.0,1.73,3.5,5.0
250,6,9,0,9,4,2,Birmingham,3.25,3.3,2.25,3.1,3.25,2.3,3.1,3.2,2.25,38,25,0.0,1.61,2.21,3.23,2.29,1.59,3.23,2.23,1.67,2.36,3.54,2.51,1.62,3.4,2.33,35,2010-02-10,E0,0,2,H,3.2,3.1,2.25,3,12,0,13,10,0,1,H,1,West Ham,2.95,3.2,2.35,3.2,3.3,2.25,M Dean,2.9,3.2,2.25,3.2,3.3,2.25,3.4,3.2,2.25,3.2,3.3,2.25
251,7,10,0,10,4,1,Tottenham,1.91,3.4,4.2,1.91,3.4,4.0,1.8,3.4,4.3,38,26,0.0,1.78,1.97,1.85,1.34,3.04,3.44,4.29,1.86,2.12,1.92,1.37,3.23,3.7,4.7,35,2010-02-10,E0,0,1,H,1.85,3.4,4.1,5,15,0,8,4,0,1,H,2,Wolves,1.85,3.4,4.0,1.83,3.5,4.33,M Clattenburg,1.75,3.4,4.2,1.83,3.5,4.33,1.91,3.5,4.33,1.83,3.5,4.33
252,3,14,0,9,3,3,Man City,2.38,3.2,3.1,2.25,3.25,3.2,2.2,3.25,3.15,39,29,0.0,1.67,2.13,2.31,1.65,2.18,3.23,3.11,1.73,2.3,2.5,1.76,2.55,3.4,3.5,37,2010-02-16,E0,1,1,D,2.3,3.1,3.1,3,21,1,8,5,0,0,D,3,Stoke,2.2,3.2,3.2,2.3,3.25,3.1,A Wiley,2.1,3.25,3.2,2.2,3.25,3.3,2.38,3.25,3.0,2.3,3.3,3.1
253,9,9,0,8,0,1,Bolton,3.2,3.25,2.3,3.1,3.2,2.3,3.2,3.2,2.2,38,27,0.0,1.73,2.05,3.16,2.26,1.61,3.23,2.26,1.81,2.16,3.43,2.42,1.66,3.4,2.35,37,2010-02-17,E0,0,0,D,3.1,3.1,2.3,4,6,0,10,1,0,0,D,0,Wigan,3.2,3.2,2.2,3.3,3.3,2.2,H Webb,3.0,3.2,2.2,3.25,3.25,2.25,3.4,3.25,2.25,3.2,3.2,2.3
254,1,10,0,6,4,5,Sunderland,15.0,6.0,1.22,17.0,5.75,1.2,12.0,6.0,1.2,37,23,-1.75,2.43,1.51,14.85,2.03,1.84,5.95,1.2,2.63,1.56,18.0,2.11,1.92,6.79,1.23,33,2010-02-20,E0,0,2,H,11.0,6.0,1.22,7,8,0,16,10,0,1,H,1,Arsenal,14.0,5.5,1.2,15.0,6.0,1.2,S Bennett,12.0,5.5,1.2,15.0,6.0,1.2,13.0,6.0,1.25,12.0,5.5,1.2
255,12,10,0,11,5,1,Man United,1.8,3.6,4.5,1.83,3.4,4.5,1.78,3.55,4.75,33,24,0.0,1.81,1.94,1.77,1.31,3.25,3.45,4.69,1.86,2.05,1.83,1.35,3.55,3.73,5.05,30,2010-02-20,E0,1,3,H,1.8,3.4,4.33,4,12,0,11,7,1,1,D,5,Everton,1.8,3.4,4.3,1.73,3.5,5.0,H Webb,1.73,3.25,4.6,1.8,3.5,4.5,1.8,3.6,4.75,1.73,3.25,4.6
256,7,10,1,14,7,1,Stoke,3.1,3.25,2.38,3.0,3.25,2.38,2.95,3.25,2.3,37,23,0.0,1.61,2.22,3.06,2.19,1.64,3.22,2.32,1.67,2.4,3.32,2.33,1.69,3.35,2.41,33,2010-02-20,E0,2,1,A,3.0,3.25,2.3,7,10,0,15,12,0,1,H,2,Portsmouth,3.0,3.2,2.3,3.1,3.3,2.3,M Dean,2.8,3.25,2.3,3.2,3.25,2.25,3.2,3.2,2.38,2.8,3.25,2.3
257,2,12,1,7,3,1,Hull,4.75,3.6,1.75,4.5,3.5,1.8,4.5,3.5,1.75,36,24,0.0,1.77,1.99,4.68,3.39,1.28,3.49,1.76,1.87,2.07,5.18,3.6,1.33,3.76,1.81,33,2010-02-20,E0,0,3,H,4.75,3.4,1.75,9,13,0,20,12,0,1,H,1,West Ham,4.3,3.4,1.8,5.0,3.5,1.73,M Atkinson,4.4,3.3,1.75,4.5,3.5,1.8,4.75,3.6,1.8,4.4,3.3,1.75
258,5,14,0,7,2,1,Chelsea,1.3,5.0,12.0,1.3,5.0,11.0,1.3,5.0,9.0,37,24,0.0,2.07,1.7,1.32,1.07,7.3,4.76,10.08,2.15,1.8,1.37,1.09,8.0,5.12,11.0,33,2010-02-20,E0,2,0,A,1.3,4.75,10.0,1,12,0,11,7,1,0,A,0,Wolves,1.33,4.6,9.0,1.36,4.5,9.0,K Friend,1.28,4.5,10.0,1.3,5.0,11.0,1.36,4.5,11.0,1.28,4.5,10.0
259,5,12,0,13,10,3,Burnley,10.0,4.5,1.36,9.5,4.5,1.36,8.5,4.5,1.35,36,23,0.0,2.0,1.75,9.12,6.73,1.09,4.4,1.37,2.08,1.85,10.76,7.5,1.11,4.74,1.4,32,2010-02-21,E0,2,5,H,8.0,4.25,1.4,9,5,0,15,8,1,1,D,0,Aston Villa,7.5,4.3,1.4,9.0,4.5,1.36,S Attwell,8.0,4.33,1.35,9.0,4.5,1.36,10.0,4.75,1.36,8.0,4.33,1.35
260,3,12,0,10,7,1,Bolton,4.33,3.25,1.95,4.0,3.2,2.0,4.15,3.35,1.95,32,21,0.0,1.72,2.04,4.02,2.78,1.4,3.3,1.94,1.8,2.12,4.34,3.0,1.44,3.48,2.02,30,2010-02-21,E0,0,3,H,3.8,3.3,1.95,8,15,0,12,7,0,1,H,0,Blackburn,3.6,3.3,2.0,4.0,3.4,1.91,C Foy,3.6,3.25,1.95,4.1,3.4,1.91,4.33,3.25,1.95,3.6,3.25,1.95
261,1,16,0,9,6,1,Birmingham,3.75,3.25,2.1,3.5,3.2,2.15,3.35,3.25,2.1,37,24,0.0,1.57,2.28,3.57,2.52,1.49,3.22,2.09,1.67,2.42,3.95,2.72,1.54,3.33,2.16,33,2010-02-21,E0,1,2,H,3.4,3.25,2.1,3,9,0,11,6,1,0,A,1,Fulham,3.4,3.25,2.1,3.5,3.3,2.1,P Dowd,3.3,3.2,2.05,3.6,3.25,2.1,3.75,3.25,2.1,3.3,3.2,2.05
262,5,15,0,6,2,6,Liverpool,3.0,3.3,2.4,2.9,3.2,2.5,2.85,3.3,2.5,37,21,0.0,1.72,2.05,2.9,2.09,1.72,3.22,2.44,1.8,2.23,3.09,2.18,1.8,3.35,2.55,33,2010-02-21,E0,0,0,D,2.85,3.25,2.4,8,7,0,4,1,0,0,D,1,Man City,2.8,3.3,2.4,2.8,3.3,2.5,P Walton,2.7,3.2,2.4,3.0,3.25,2.38,3.0,3.25,2.5,2.7,3.2,2.4
263,2,13,0,13,12,4,Tottenham,2.0,3.5,3.75,2.05,3.25,3.75,2.0,3.4,3.85,37,24,0.0,1.75,2.02,2.02,1.45,2.62,3.31,3.69,1.8,2.19,2.11,1.53,2.75,3.55,3.95,33,2010-02-21,E0,3,0,A,2.0,3.3,3.6,3,17,0,8,7,1,0,A,3,Wigan,2.1,3.3,3.35,2.0,3.4,3.75,A Wiley,2.0,3.25,3.4,2.0,3.4,3.75,2.05,3.4,3.75,2.0,3.25,3.4
264,7,12,0,10,4,1,West Ham,15.0,6.5,1.2,15.0,6.0,1.2,12.0,6.0,1.2,37,26,-2.0,2.44,1.51,14.86,1.74,2.13,6.27,1.19,2.5,1.57,17.5,1.8,2.22,7.41,1.22,35,2010-02-23,E0,0,3,H,13.0,6.0,1.2,6,10,0,12,9,0,1,H,0,Man United,14.0,5.5,1.2,12.0,5.5,1.17,A Wiley,13.0,5.75,1.18,15.0,6.0,1.2,17.0,6.5,1.2,15.0,6.0,1.2
265,7,18,0,11,2,3,Wigan,4.33,3.3,1.91,4.0,3.3,1.91,3.95,3.3,1.9,38,26,0.0,1.62,2.2,4.06,2.86,1.39,3.32,1.92,1.67,2.37,4.5,3.1,1.44,3.48,2.05,34,2010-02-27,E0,0,1,H,4.0,3.3,1.9,2,16,0,10,5,0,1,H,1,Birmingham,3.6,3.3,2.0,4.0,3.4,1.91,A Taylor,3.75,3.3,1.9,4.0,3.4,1.91,4.33,3.4,1.91,4.2,3.3,1.91
266,11,6,0,6,4,2,Wolves,4.0,3.3,2.0,4.2,3.2,1.91,3.95,3.3,1.9,38,26,-0.5,1.76,2.0,3.97,1.83,2.05,3.27,1.96,1.86,2.11,4.33,1.86,2.1,3.4,2.1,35,2010-02-27,E0,0,1,H,3.75,3.2,2.0,7,10,0,16,9,0,1,H,0,Bolton,3.9,3.3,1.9,4.0,3.4,1.91,A Marriner,3.75,3.25,1.9,4.33,3.25,1.91,4.0,3.25,2.0,4.0,3.3,1.95
